""

KANISH,14:07:48
KANISH,14:07:48
KANISH,14:07:48
KANISH,14:07:49
KANISH,14:07:49
MANICK,14:07:51
MANICK,14:07:51
MANICK,14:07:51
MANICK,14:07:51
MANICK,14:07:51
MANICK,14:07:51
MANICK,14:07:51
KANISH,14:07:51
KANISH,14:07:51
KANISH,14:07:52
KANISH,14:07:52
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:53
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:54
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:55
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:56
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:57
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:58
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:07:59
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:00
MANICK,14:08:01
MANICK,14:08:01
MANICK,14:08:01
MANICK,14:08:01
MANICK,14:08:01
MANICK,14:08:01
MANICK,14:08:01
KANISH,14:08:01
KANISH,14:08:01
KANISH,14:08:02
KANISH,14:08:02
KANISH,14:08:02
KANISH,14:08:02
KANISH,14:08:02
KANISH,14:08:02
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:03
KANISH,14:08:04
KANISH,14:08:04
KANISH,14:08:04
KANISH,14:08:04
KANISH,14:08:05
KANISH,14:08:05
KANISH,14:08:05
KANISH,14:08:05
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
MANICK,14:08:06
KANISH,14:08:17
KANISH,14:08:17
KANISH,14:08:17
KANISH,14:08:17
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:21
MANICK,14:08:22
MANICK,14:08:22
MANICK,14:08:22
MANICK,14:08:22
MANICK,14:08:22
MANICK,14:08:22
MANICK,14:08:22
KANISH,14:08:22
KANISH,14:08:22
KANISH,14:08:24
KANISH,14:08:24
KANISH,14:08:27
KANISH,14:08:27
MANICK,14:08:28
MANICK,14:08:28
MANICK,14:08:28
MANICK,14:08:28
MANICK,14:08:28
MANICK,14:08:28
MANICK,14:08:28
KANISH,14:08:28
KANISH,14:08:28
KANISH,14:08:29
KANISH,14:08:29
KANISH,14:08:30
KANISH,14:08:30
KANISH,14:08:32
KANISH,14:08:32
KANISH,14:08:33
KANISH,14:08:33
KANISH,14:08:34
KANISH,14:08:34
KANISH,14:08:35
KANISH,14:08:35
KANISH,14:08:35
KANISH,14:08:35
KANISH,14:08:36
KANISH,14:08:36
KANISH,14:08:37
KANISH,14:08:37
KANISH,14:08:38
KANISH,14:08:38
KANISH,14:08:38
KANISH,14:08:38
KANISH,14:08:39
KANISH,14:08:39
KANISH,14:14:52
KANISH,14:14:52
KANISH,14:15:00
KANISH,14:15:00
KANISH,14:15:01
KANISH,14:15:01
KANISH,14:15:01
KANISH,14:15:01
KANISH,14:15:03
KANISH,14:15:03
KANISH,14:15:04
KANISH,14:15:04
KANISH,14:15:04
KANISH,14:15:04
KANISH,14:15:04
KANISH,14:15:04
KANISH,14:15:05
KANISH,14:15:05
KANISH,14:15:05
KANISH,14:15:05
KANISH,14:15:05
KANISH,14:15:05
KANISH,14:15:06
KANISH,14:15:06
KANISH,14:15:06
KANISH,14:15:06
KANISH,14:15:07
KANISH,14:15:07
KANISH,14:15:07
KANISH,14:15:07
KANISH,14:15:07
KANISH,14:15:07
KANISH,14:15:08
KANISH,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:08
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:09
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:10
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:11
MANICK,14:15:13
MANICK,14:15:13
MANICK,14:15:13
MANICK,14:15:13
MANICK,14:15:13
MANICK,14:15:13
MANICK,14:15:13
KANISH,14:15:13
KANISH,14:15:13
KANISH,14:15:13
KANISH,14:15:13
KANISH,14:15:14
